,year,mon,day,phonecharge_time
0,2013,3,27,4377
1,2013,3,28,0
2,2013,3,29,0
3,2013,3,30,14998
4,2013,3,31,0
5,2013,4,1,0
6,2013,4,2,0
7,2013,4,3,0
8,2013,4,4,0
9,2013,4,5,24180
10,2013,4,6,12558
11,2013,4,7,3618
12,2013,4,8,18140
13,2013,4,9,14697
14,2013,4,10,4388
15,2013,4,11,8551
16,2013,4,12,6309
17,2013,4,13,6884
18,2013,4,14,0
19,2013,4,15,0
20,2013,4,16,6429
21,2013,4,17,25904
22,2013,4,18,8929
23,2013,4,19,6839
24,2013,4,20,3780
25,2013,4,21,5289
26,2013,4,22,20968
27,2013,4,23,31674
28,2013,4,24,0
29,2013,4,25,12629
30,2013,4,26,13735
31,2013,4,27,18024
32,2013,4,28,17228
33,2013,4,29,9381
34,2013,4,30,23742
35,2013,5,1,20530
36,2013,5,2,0
37,2013,5,3,6528
38,2013,5,4,5403
39,2013,5,5,0
40,2013,5,6,0
41,2013,5,7,18205
42,2013,5,8,17115
43,2013,5,9,0
44,2013,5,10,10288
45,2013,5,13,22307
46,2013,5,14,20819
47,2013,5,15,0
48,2013,5,16,20063
49,2013,5,17,25908
50,2013,5,18,0
51,2013,5,19,12243
52,2013,5,20,7177
53,2013,5,21,5324
54,2013,5,22,6326
55,2013,5,23,0
56,2013,5,24,32046
57,2013,5,25,0
58,2013,5,26,11483
59,2013,5,27,10462
60,2013,5,28,20284
61,2013,5,29,19026
62,2013,5,30,4742
63,2013,5,31,3974
