,year,mon,day,mac_address_num
0,2013,3,28,9
1,2013,3,29,1
2,2013,3,30,1
3,2013,3,31,1
4,2013,4,1,1
5,2013,4,2,1
6,2013,4,3,1
7,2013,4,4,1
8,2013,4,5,1
9,2013,4,6,1
10,2013,4,7,1
11,2013,4,8,1
12,2013,4,9,1
13,2013,4,10,1
14,2013,4,11,1
15,2013,4,12,1
16,2013,4,13,1
17,2013,4,14,1
18,2013,4,15,1
19,2013,4,16,1
20,2013,4,17,1
21,2013,4,18,1
22,2013,4,19,1
23,2013,4,20,1
24,2013,4,21,1
25,2013,4,22,1
26,2013,4,23,1
27,2013,4,24,1
28,2013,4,25,1
29,2013,4,26,1
30,2013,4,27,1
31,2013,4,28,3
32,2013,5,6,0
33,2013,5,8,2
34,2013,5,10,0
35,2013,5,12,5
36,2013,5,13,100
37,2013,5,14,94
38,2013,5,15,144
39,2013,5,16,107
40,2013,5,17,76
41,2013,5,18,56
42,2013,5,19,51
43,2013,5,20,189
44,2013,5,21,246
45,2013,5,22,199
46,2013,5,23,197
47,2013,5,24,92
48,2013,5,25,127
49,2013,5,26,82
50,2013,5,27,178
51,2013,5,28,315
52,2013,5,29,313
53,2013,5,30,212
54,2013,5,31,199
